City_country,Rank,Attribute,Value
"Bordeaux, France",62,Public Transport,42.26
"Bordeaux, France",62,Petrol 50L ,104
"Bordeaux, France",62,Utility Bills ,161.68
"Bordeaux, France",62,Internet 60mbps ,36.88
"Bordeaux, France",62,Gym Monthly ,31.09
"Bordeaux, France",62,Cinema Ticket,11.06
"Bordeaux, France",62,Levi 501 Jeans ,96.59
"Bordeaux, France",62,Summer dress ,33.51
"Bordeaux, France",62,Nike Runners ,99.05
"Utrecht, Netherlands",63,Food,177.42
"Utrecht, Netherlands",63,Public Transport,94.84
"Utrecht, Netherlands",63,Petrol 50L ,111.5
"Utrecht, Netherlands",63,Utility Bills ,257.57
"Utrecht, Netherlands",63,Internet 60mbps ,45.04
"Utrecht, Netherlands",63,Gym Monthly ,41.74
"Utrecht, Netherlands",63,Cinema Ticket,13.12
"Utrecht, Netherlands",63,Levi 501 Jeans ,99.91
"Utrecht, Netherlands",63,Summer dress ,46.1
"Utrecht, Netherlands",63,Nike Runners ,76.69
"Toulouse, France",64,Food,181.41
"Toulouse, France",64,Public Transport,56.9
"Toulouse, France",64,Petrol 50L ,105
"Toulouse, France",64,Utility Bills ,191.01
"Toulouse, France",64,Internet 60mbps ,32.9
"Toulouse, France",64,Gym Monthly ,33.02
"Toulouse, France",64,Cinema Ticket,11.06
"Toulouse, France",64,Levi 501 Jeans ,97.7
"Toulouse, France",64,Summer dress ,42.75
"Toulouse, France",64,Nike Runners ,76.4
"San Jose, United States of America",65,Food,213.1
"San Jose, United States of America",65,Public Transport,90
"San Jose, United States of America",65,Petrol 50L ,80.5
"San Jose, United States of America",65,Utility Bills ,200.44
"San Jose, United States of America",65,Internet 60mbps ,74.12
"San Jose, United States of America",65,Gym Monthly ,69.5
"San Jose, United States of America",65,Cinema Ticket,15
"San Jose, United States of America",65,Levi 501 Jeans ,44.5
"San Jose, United States of America",65,Summer dress ,39.38
"San Jose, United States of America",65,Nike Runners ,78.15
"Pittsburgh, United States of America",67,Food,189.46
"Pittsburgh, United States of America",67,Public Transport,97.5
"Pittsburgh, United States of America",67,Petrol 50L ,62
"Pittsburgh, United States of America",67,Utility Bills ,199.46
"Pittsburgh, United States of America",67,Internet 60mbps ,68.05
"Pittsburgh, United States of America",67,Gym Monthly ,42.38
"Pittsburgh, United States of America",67,Cinema Ticket,11.25
"Pittsburgh, United States of America",67,Levi 501 Jeans ,47.39
"Pittsburgh, United States of America",67,Summer dress ,27.33
"Pittsburgh, United States of America",67,Nike Runners ,84.54
"Nice, France",68,Food,213.92
"Nice, France",68,Public Transport,44.4
"Nice, France",68,Petrol 50L ,104.5
"Nice, France",68,Utility Bills ,193.98
"Nice, France",68,Internet 60mbps ,33.72
"Nice, France",68,Gym Monthly ,32.8
"Nice, France",68,Cinema Ticket,14.75
"Nice, France",68,Levi 501 Jeans ,71
"Nice, France",68,Summer dress ,38.64
"Nice, France",68,Nike Runners ,90.32
"Miami, United States of America",69,Food,236.46
"Miami, United States of America",69,Public Transport,111
"Miami, United States of America",69,Petrol 50L ,56
"Miami, United States of America",69,Utility Bills ,156.11
"Miami, United States of America",69,Internet 60mbps ,62.69
"Miami, United States of America",69,Gym Monthly ,48.32
"Miami, United States of America",69,Cinema Ticket,15
"Miami, United States of America",69,Levi 501 Jeans ,47.71
"Miami, United States of America",69,Summer dress ,40.36
"Miami, United States of America",69,Nike Runners ,79.44
"Brussels, Belgium",70,Food,181.49
"Brussels, Belgium",70,Public Transport,52.69
"Brussels, Belgium",70,Petrol 50L ,99
"Brussels, Belgium",70,Utility Bills ,207.8
"Brussels, Belgium",70,Internet 60mbps ,51.82
"Brussels, Belgium",70,Gym Monthly ,32.5
"Brussels, Belgium",70,Cinema Ticket,12.64
"Brussels, Belgium",70,Levi 501 Jeans ,83.82
"Brussels, Belgium",70,Summer dress ,30.14
"Brussels, Belgium",70,Nike Runners ,91.68
"Graz, Austria",71,Food,170.03
"Graz, Austria",71,Public Transport,57.01
"Graz, Austria",71,Petrol 50L ,94.5
"Graz, Austria",71,Utility Bills ,249.88
"Graz, Austria",71,Internet 60mbps ,35.37
"Graz, Austria",71,Gym Monthly ,32.17
"Graz, Austria",71,Cinema Ticket,15.54
"Graz, Austria",71,Levi 501 Jeans ,95.36
"Graz, Austria",71,Summer dress ,44.41
"Graz, Austria",71,Nike Runners ,99.52
"Sacramento, United States of America",73,Food,206.15
"Sacramento, United States of America",73,Public Transport,100
"Sacramento, United States of America",73,Petrol 50L ,78.5
"Sacramento, United States of America",73,Utility Bills ,261.38
"Sacramento, United States of America",73,Internet 60mbps ,72.44
"Sacramento, United States of America",73,Gym Monthly ,58.75
"Sacramento, United States of America",73,Cinema Ticket,12
"Sacramento, United States of America",73,Levi 501 Jeans ,39.55
"Sacramento, United States of America",73,Summer dress ,29.43
"Sacramento, United States of America",73,Nike Runners ,76.75
"Strasbourg, France",74,Food,166.39
"Strasbourg, France",74,Public Transport,55.85
"Strasbourg, France",74,Petrol 50L ,103.5
"Strasbourg, France",74,Utility Bills ,187.26
"Strasbourg, France",74,Internet 60mbps ,36.75
"Strasbourg, France",74,Gym Monthly ,34.24
"Strasbourg, France",74,Cinema Ticket,11.43
"Strasbourg, France",74,Levi 501 Jeans ,104.5
"Strasbourg, France",74,Summer dress ,44.26
"Strasbourg, France",74,Nike Runners ,94.84
"Genoa, Italy",75,Food,171.42
"Genoa, Italy",75,Public Transport,48.47
"Genoa, Italy",75,Petrol 50L ,109.5
"Genoa, Italy",75,Utility Bills ,151.61
"Genoa, Italy",75,Internet 60mbps ,31.07
"Genoa, Italy",75,Gym Monthly ,54.33
"Genoa, Italy",75,Cinema Ticket,9.22
"Genoa, Italy",75,Levi 501 Jeans ,80.74
"Genoa, Italy",75,Summer dress ,37.93
"Genoa, Italy",75,Nike Runners ,92.2
"Gent, Belgium",76,Food,183.26
"Gent, Belgium",76,Public Transport,51.63
"Gent, Belgium",76,Petrol 50L ,97.5
"Gent, Belgium",76,Utility Bills ,198.46
"Gent, Belgium",76,Internet 60mbps ,45.01
"Gent, Belgium",76,Gym Monthly ,25.16
"Gent, Belgium",76,Cinema Ticket,12.64
"Gent, Belgium",76,Levi 501 Jeans ,99.58
"Gent, Belgium",76,Summer dress ,35.23
"Gent, Belgium",76,Nike Runners ,84.3
"Perth, Australia",77,Food,172.48
"Perth, Australia",77,Public Transport,91.55
"Perth, Australia",77,Petrol 50L ,66
"Perth, Australia",77,Utility Bills ,142.85
"Perth, Australia",77,Internet 60mbps ,53.26
"Perth, Australia",77,Gym Monthly ,43.53
"Perth, Australia",77,Cinema Ticket,13.59
"Perth, Australia",77,Levi 501 Jeans ,65.71
"Perth, Australia",77,Summer dress ,42.79
"Perth, Australia",77,Nike Runners ,99.14
"Antwerp, Belgium",78,Food,180.06
"Antwerp, Belgium",78,Public Transport,51.63
"Antwerp, Belgium",78,Petrol 50L ,100.5
"Antwerp, Belgium",78,Utility Bills ,208.83
"Antwerp, Belgium",78,Internet 60mbps ,52.69
"Antwerp, Belgium",78,Gym Monthly ,44.78
"Antwerp, Belgium",78,Cinema Ticket,12.64
"Antwerp, Belgium",78,Levi 501 Jeans ,97.18
"Antwerp, Belgium",78,Summer dress ,46.83
"Antwerp, Belgium",78,Nike Runners ,87.23
"Portland, United States of America",79,Food,205.92
"Portland, United States of America",79,Public Transport,100
"Portland, United States of America",79,Petrol 50L ,70
"Portland, United States of America",79,Utility Bills ,206.66
"Portland, United States of America",79,Internet 60mbps ,72.97
"Portland, United States of America",79,Gym Monthly ,62.4
"Portland, United States of America",79,Cinema Ticket,12.5
"Portland, United States of America",79,Levi 501 Jeans ,67.04
"Portland, United States of America",79,Summer dress ,46.59
"Portland, United States of America",79,Nike Runners ,103.13
"Hong Kong, Hong Kong",81,Food,186.05
"Hong Kong, Hong Kong",81,Public Transport,64.18
"Hong Kong, Hong Kong",81,Petrol 50L ,138.5
"Hong Kong, Hong Kong",81,Utility Bills ,199.78
"Hong Kong, Hong Kong",81,Internet 60mbps ,22.84
"Hong Kong, Hong Kong",81,Gym Monthly ,72.41
"Hong Kong, Hong Kong",81,Cinema Ticket,12.84
"Hong Kong, Hong Kong",81,Levi 501 Jeans ,83
"Hong Kong, Hong Kong",81,Summer dress ,40.35
"Hong Kong, Hong Kong",81,Nike Runners ,87.68
"Innsbruck, Austria",82,Food,170.95
"Innsbruck, Austria",82,Public Transport,52.69
"Innsbruck, Austria",82,Petrol 50L ,93
"Innsbruck, Austria",82,Utility Bills ,257.48
"Innsbruck, Austria",82,Internet 60mbps ,37.92
"Innsbruck, Austria",82,Gym Monthly ,37.76
"Innsbruck, Austria",82,Cinema Ticket,13.7
"Innsbruck, Austria",82,Levi 501 Jeans ,109.74
"Innsbruck, Austria",82,Summer dress ,37.41
"Innsbruck, Austria",82,Nike Runners ,98.35
"Leuven, Belgium",83,Food,181.12
"Leuven, Belgium",83,Public Transport,38.64
"Leuven, Belgium",83,Petrol 50L ,97.5
"Leuven, Belgium",83,Utility Bills ,203.23
"Leuven, Belgium",83,Internet 60mbps ,44.03
"Leuven, Belgium",83,Gym Monthly ,29.58
"Leuven, Belgium",83,Cinema Ticket,12.64
"Leuven, Belgium",83,Levi 501 Jeans ,83.55
"Leuven, Belgium",83,Summer dress ,37.33
"Leuven, Belgium",83,Nike Runners ,79.03
"Leiden, Netherlands",84,Food,172.78
"Leiden, Netherlands",84,Public Transport,52.69
"Leiden, Netherlands",84,Petrol 50L ,112.5
"Leiden, Netherlands",84,Utility Bills ,197.61
"Leiden, Netherlands",84,Internet 60mbps ,54.79
"Leiden, Netherlands",84,Gym Monthly ,42.15
"Leiden, Netherlands",84,Cinema Ticket,12.12
"Leiden, Netherlands",84,Levi 501 Jeans ,88.78
"Leiden, Netherlands",84,Summer dress ,33.19
"Leiden, Netherlands",84,Nike Runners ,103.27
"Osaka, Japan",85,Food,146.63
"Osaka, Japan",85,Public Transport,88.81
"Osaka, Japan",85,Petrol 50L ,62
"Osaka, Japan",85,Utility Bills ,128.77
"Osaka, Japan",85,Internet 60mbps ,32.15
"Osaka, Japan",85,Gym Monthly ,65.2
"Osaka, Japan",85,Cinema Ticket,13.84
"Osaka, Japan",85,Levi 501 Jeans ,45.81
"Osaka, Japan",85,Summer dress ,26.61
"Osaka, Japan",85,Nike Runners ,66.79
"Melbourne, Australia",86,Food,189.28
"Melbourne, Australia",86,Public Transport,108.05
"Melbourne, Australia",86,Petrol 50L ,71
"Melbourne, Australia",86,Utility Bills ,148.65
"Melbourne, Australia",86,Internet 60mbps ,51.57
"Melbourne, Australia",86,Gym Monthly ,46.14
"Melbourne, Australia",86,Cinema Ticket,14.95
"Melbourne, Australia",86,Levi 501 Jeans ,73.63
"Melbourne, Australia",86,Summer dress ,45.78
"Melbourne, Australia",86,Nike Runners ,100.5
"Bath, United Kingdom",87,Food,178.9
"Bath, United Kingdom",87,Public Transport,92.17
"Bath, United Kingdom",87,Petrol 50L ,94.5
"Bath, United Kingdom",87,Utility Bills ,297.13
"Bath, United Kingdom",87,Internet 60mbps ,41.62
"Bath, United Kingdom",87,Gym Monthly ,44.28
"Bath, United Kingdom",87,Cinema Ticket,16.61
"Bath, United Kingdom",87,Levi 501 Jeans ,83.03
"Bath, United Kingdom",87,Summer dress ,38.44
"Bath, United Kingdom",87,Nike Runners ,89.18
"Everett, United States of America",88,Food,191.85
"Everett, United States of America",88,Public Transport,100
"Everett, United States of America",88,Petrol 50L ,66
"Everett, United States of America",88,Utility Bills ,101.21
"Everett, United States of America",88,Internet 60mbps ,68.3
"Everett, United States of America",88,Gym Monthly ,60.67
"Everett, United States of America",88,Cinema Ticket,14
"Everett, United States of America",88,Levi 501 Jeans ,44.83
"Everett, United States of America",88,Summer dress ,65
"Everett, United States of America",88,Nike Runners ,80
"Saskatoon, Canada",89,Food,156.71
"Saskatoon, Canada",89,Public Transport,61.52
"Saskatoon, Canada",89,Petrol 50L ,67.5
"Saskatoon, Canada",89,Utility Bills ,210.42
"Saskatoon, Canada",89,Internet 60mbps ,54.66
"Saskatoon, Canada",89,Gym Monthly ,38.31
"Saskatoon, Canada",89,Cinema Ticket,11.86
"Saskatoon, Canada",89,Levi 501 Jeans ,48.17
"Saskatoon, Canada",89,Summer dress ,41.92
"Saskatoon, Canada",89,Nike Runners ,83.17
"Tacoma, United States of America",90,Food,209.61
"Tacoma, United States of America",90,Public Transport,57.5
"Tacoma, United States of America",90,Petrol 50L ,67
"Tacoma, United States of America",90,Utility Bills ,192.59
"Tacoma, United States of America",90,Internet 60mbps ,63.12
"Tacoma, United States of America",90,Gym Monthly ,69.29
"Tacoma, United States of America",90,Cinema Ticket,12.5
"Tacoma, United States of America",90,Levi 501 Jeans ,54.62
"Tacoma, United States of America",90,Summer dress ,37.8
"Tacoma, United States of America",90,Nike Runners ,79.29
"Rotterdam, Netherlands",92,Food,176.1
"Rotterdam, Netherlands",92,Public Transport,84.3
"Rotterdam, Netherlands",92,Petrol 50L ,111.5
"Rotterdam, Netherlands",92,Utility Bills ,225.33
"Rotterdam, Netherlands",92,Internet 60mbps ,42.86
"Rotterdam, Netherlands",92,Gym Monthly ,30.26
"Rotterdam, Netherlands",92,Cinema Ticket,12.91
"Rotterdam, Netherlands",92,Levi 501 Jeans ,67.62
"Rotterdam, Netherlands",92,Summer dress ,32.53
"Rotterdam, Netherlands",92,Nike Runners ,92.3
"Montpellier, France",93,Food,172.24
"Montpellier, France",93,Public Transport,31.61
"Montpellier, France",93,Petrol 50L ,104.5
"Montpellier, France",93,Utility Bills ,144.86
"Montpellier, France",93,Internet 60mbps ,36.88
"Montpellier, France",93,Gym Monthly ,30.56
"Montpellier, France",93,Cinema Ticket,12.64
"Montpellier, France",93,Levi 501 Jeans ,73.76
"Montpellier, France",93,Summer dress ,43.03
"Montpellier, France",93,Nike Runners ,85.35
"Milan, Italy",95,Food,202.98
"Milan, Italy",95,Public Transport,41.1
"Milan, Italy",95,Petrol 50L ,103.5
"Milan, Italy",95,Utility Bills ,216.3
"Milan, Italy",95,Internet 60mbps ,29.7
"Milan, Italy",95,Gym Monthly ,79.05
"Milan, Italy",95,Cinema Ticket,10.54
"Milan, Italy",95,Levi 501 Jeans ,96.07
"Milan, Italy",95,Summer dress ,35.27
"Milan, Italy",95,Nike Runners ,102.81
"Maastricht, Netherlands",96,Food,173.63
"Maastricht, Netherlands",96,Public Transport,52.69
"Maastricht, Netherlands",96,Petrol 50L ,113
"Maastricht, Netherlands",96,Utility Bills ,327.95
"Maastricht, Netherlands",96,Internet 60mbps ,44.78
"Maastricht, Netherlands",96,Gym Monthly ,32.93
"Maastricht, Netherlands",96,Cinema Ticket,10.54
"Maastricht, Netherlands",96,Levi 501 Jeans ,75.52
"Maastricht, Netherlands",96,Summer dress ,39.52
"Maastricht, Netherlands",96,Nike Runners ,107.13
"Baltimore, United States of America",97,Food,190.98
"Baltimore, United States of America",97,Public Transport,74
"Baltimore, United States of America",97,Petrol 50L ,53
"Baltimore, United States of America",97,Utility Bills ,148.18
"Baltimore, United States of America",97,Internet 60mbps ,78.91
"Baltimore, United States of America",97,Gym Monthly ,72
"Baltimore, United States of America",97,Cinema Ticket,12
"Baltimore, United States of America",97,Levi 501 Jeans ,41.87
"Baltimore, United States of America",97,Summer dress ,25.71
"Baltimore, United States of America",97,Nike Runners ,66.25
"Munich, Germany",98,Food,177.25
"Munich, Germany",98,Public Transport,62.28
"Munich, Germany",98,Petrol 50L ,111
"Munich, Germany",98,Utility Bills ,302.81
"Munich, Germany",98,Internet 60mbps ,37.72
"Munich, Germany",98,Gym Monthly ,40.64
"Munich, Germany",98,Cinema Ticket,12.64
"Munich, Germany",98,Levi 501 Jeans ,91.81
"Munich, Germany",98,Summer dress ,37.83
"Munich, Germany",98,Nike Runners ,94.33
"Espoo, Finland",99,Food,223.37
"Espoo, Finland",99,Public Transport,65.33
"Espoo, Finland",99,Petrol 50L ,121
"Espoo, Finland",99,Utility Bills ,110.73
"Espoo, Finland",99,Internet 60mbps ,16.17
"Espoo, Finland",99,Gym Monthly ,53.21
"Espoo, Finland",99,Cinema Ticket,15.81
"Espoo, Finland",99,Levi 501 Jeans ,93.62
"Espoo, Finland",99,Summer dress ,45.97
"Espoo, Finland",99,Nike Runners ,96.51
"New Orleans, United States of America",100,Food,203.65
"New Orleans, United States of America",100,Public Transport,45
"New Orleans, United States of America",100,Petrol 50L ,52
"New Orleans, United States of America",100,Utility Bills ,195.88
"New Orleans, United States of America",100,Internet 60mbps ,72.93
"New Orleans, United States of America",100,Gym Monthly ,61.29
"New Orleans, United States of America",100,Cinema Ticket,14.25
"New Orleans, United States of America",100,Levi 501 Jeans ,56.78
"New Orleans, United States of America",100,Summer dress ,44.99
"New Orleans, United States of America",100,Nike Runners ,94.67
"Galway, Ireland",101,Food,174.73
"Galway, Ireland",101,Public Transport,63.22
"Galway, Ireland",101,Petrol 50L ,98.5
"Galway, Ireland",101,Utility Bills ,183.99
"Galway, Ireland",101,Internet 60mbps ,50.58
"Galway, Ireland",101,Gym Monthly ,45.95
"Galway, Ireland",101,Cinema Ticket,12.64
"Galway, Ireland",101,Levi 501 Jeans ,72.26
"Galway, Ireland",101,Summer dress ,29.35
"Galway, Ireland",101,Nike Runners ,79.03
"Cork, Ireland",102,Food,165.78
"Cork, Ireland",102,Public Transport,85.35
"Cork, Ireland",102,Petrol 50L ,99
"Cork, Ireland",102,Utility Bills ,177.01
"Cork, Ireland",102,Internet 60mbps ,52.61
"Cork, Ireland",102,Gym Monthly ,46.64
"Cork, Ireland",102,Cinema Ticket,11.59
"Cork, Ireland",102,Levi 501 Jeans ,77.11
"Cork, Ireland",102,Summer dress ,35.56
"Cork, Ireland",102,Nike Runners ,84.71
"Padova, Italy",103,Food,155.23
"Padova, Italy",103,Public Transport,38.99
"Padova, Italy",103,Petrol 50L ,103.5
"Padova, Italy",103,Utility Bills ,273.67
"Padova, Italy",103,Internet 60mbps ,31.15
"Padova, Italy",103,Gym Monthly ,49.68
"Padova, Italy",103,Cinema Ticket,9.48
"Padova, Italy",103,Levi 501 Jeans ,85.8
"Padova, Italy",103,Summer dress ,34.91
"Padova, Italy",103,Nike Runners ,79.03
"Haifa, Israel",104,Food,204.66
"Haifa, Israel",104,Public Transport,63.56
"Haifa, Israel",104,Petrol 50L ,103.5
"Haifa, Israel",104,Utility Bills ,213.16
"Haifa, Israel",104,Internet 60mbps ,28.27
"Haifa, Israel",104,Gym Monthly ,78.38
"Haifa, Israel",104,Cinema Ticket,12.9
"Haifa, Israel",104,Levi 501 Jeans ,87.73
"Haifa, Israel",104,Summer dress ,60.27
"Haifa, Israel",104,Nike Runners ,114.31
"Charlotte, United States of America",105,Food,174.69
"Charlotte, United States of America",105,Public Transport,88
"Charlotte, United States of America",105,Petrol 50L ,57.5
"Charlotte, United States of America",105,Utility Bills ,149.11
"Charlotte, United States of America",105,Internet 60mbps ,68.86
"Charlotte, United States of America",105,Gym Monthly ,36.5
"Charlotte, United States of America",105,Cinema Ticket,13.25
"Charlotte, United States of America",105,Levi 501 Jeans ,40.75
"Charlotte, United States of America",105,Summer dress ,32.5
"Charlotte, United States of America",105,Nike Runners ,80.45
"Burlington, Canada",106,Food,175.76
"Burlington, Canada",106,Public Transport,51.14
"Burlington, Canada",106,Petrol 50L ,73.5
"Burlington, Canada",106,Utility Bills ,105.24
